YEAR,DOY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN,PS,AQI,LOC
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,326.0,8.999999999999998
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,306.0,12.0
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,328.0,10.0
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,347.0,12.999999999999998
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,335.0,14.0
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,337.0,15.000000000000002
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,366.0,16.0
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,350.0,17.0
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,369.0,18.000000000000004
2019.0,312.0,-7.010000000000001,-2.5900000000000016,-10.540000000000001,66.28,0.0,8.89,14.03,3.0,53.99,360.0,19.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,304.0,0.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,303.0,0.9999999999999996
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,267.0,1.9999999999999991
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,282.0,2.999999999999999
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,278.0,3.9999999999999982
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,292.0,6.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,283.0,7.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,286.0,7.999999999999999
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,251.99999999999994,8.999999999999998
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,257.0,11.000000000000002
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,251.99999999999994,12.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,300.0,10.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,294.0,12.999999999999998
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,270.0,14.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,272.0,15.000000000000002
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,327.0,16.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,307.0,17.0
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,294.0,18.000000000000004
2019.0,313.0,-8.070000000000002,-2.109999999999999,-12.409999999999998,61.61000000000001,0.09999999999999992,4.449999999999999,8.65,0.22999999999999982,54.15,309.0,19.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,357.0,0.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,352.0,0.9999999999999996
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,362.0,1.9999999999999991
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,332.0,2.999999999999999
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,345.0,3.9999999999999982
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,337.0,6.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,337.0,7.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,323.0,7.999999999999999
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,294.0,8.999999999999998
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,314.0,11.000000000000002
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,299.0,10.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,306.0,12.999999999999998
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,322.0,14.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,318.0,15.000000000000002
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,365.0,16.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,317.0,17.0
2019.0,314.0,-10.010000000000003,-2.5199999999999996,-16.4,54.22,0.009999999999999825,7.58,12.37,3.7700000000000005,53.88,352.0,18.000000000000004
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,392.0,0.0
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,384.0,0.9999999999999996
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,404.0,1.9999999999999991
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,364.0,2.999999999999999
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,370.0,6.0
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,361.0,7.0
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,352.0,7.999999999999999
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,328.0,8.999999999999998
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,347.0,11.000000000000002
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,340.0,10.0
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,364.0,14.0
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,366.0,15.000000000000002
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,405.0,16.0
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,365.0,17.0
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,385.0,18.000000000000004
2019.0,315.0,-10.8,-3.5300000000000007,-17.760000000000005,48.56,0.049999999999999836,9.42,13.93,5.38,53.69,396.0,19.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,448.0,0.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,445.0,0.9999999999999996
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,453.99999999999994,1.9999999999999991
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,435.0,2.999999999999999
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,433.0,3.9999999999999982
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,433.0,6.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,426.0,7.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,401.0,8.999999999999998
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,415.0,11.000000000000002
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,420.0,12.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,398.0,10.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,431.0,12.999999999999998
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,426.0,14.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,429.0,15.000000000000002
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,449.0,16.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,423.0,17.0
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,443.0,18.000000000000004
2019.0,316.0,-11.64,-6.2299999999999995,-17.74,51.72,0.0,8.08,12.77,3.8699999999999997,54.08,450.0,19.0
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,463.0,0.0
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,476.0,0.9999999999999996
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,479.99999999999994,1.9999999999999991
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,462.0,2.999999999999999
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,469.0,3.9999999999999982
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,466.99999999999994,6.0
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,486.0,7.0
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,469.0,7.999999999999999
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,446.0,8.999999999999998
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,444.0,11.000000000000002
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,424.0,10.0
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,465.00000000000006,12.999999999999998
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,465.00000000000006,15.000000000000002
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,488.99999999999983,16.0
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,463.99999999999994,17.0
2019.0,317.0,-10.560000000000002,-1.6500000000000008,-17.59,50.51,0.0,6.95,12.82,3.49,54.38,452.00000000000006,18.000000000000004
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,491.00000000000006,0.0
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,482.99999999999994,0.9999999999999996
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,469.99999999999994,1.9999999999999991
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,474.0,2.999999999999999
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,473.0,3.9999999999999982
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,478.00000000000006,6.0
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,474.0,7.0
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,492.00000000000006,7.999999999999999
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,442.0,8.999999999999998
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,417.0,11.000000000000002
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,453.00000000000006,12.0
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,439.0,10.0
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,472.00000000000006,12.999999999999998
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,470.99999999999994,15.000000000000002
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,487.0,16.0
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,478.00000000000006,17.0
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,485.00000000000006,18.000000000000004
2019.0,318.0,-8.06,-1.270000000000002,-14.220000000000002,61.36,0.0,7.39,11.31,4.84,54.32,485.00000000000006,19.0
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,463.0,0.9999999999999996
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,460.0,2.999999999999999
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,465.00000000000006,3.9999999999999982
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,460.0,6.0
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,453.00000000000006,7.0
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,487.99999999999994,7.999999999999999
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,397.0,11.000000000000002
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,452.00000000000006,12.0
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,469.0,10.0
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,463.0,15.000000000000002
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,460.0,16.0
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,490.00000000000006,17.0
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,447.0,18.000000000000004
2019.0,319.0,-8.549999999999999,-2.7699999999999987,-13.139999999999999,71.39,0.0,8.6,13.01,5.63,54.10999999999999,466.00000000000006,19.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,352.0,0.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,378.0,0.9999999999999996
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,385.0,1.9999999999999991
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,362.0,2.999999999999999
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,365.0,3.9999999999999982
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,353.0,6.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,361.0,7.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,401.0,7.999999999999999
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,350.0,11.000000000000002
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,342.0,12.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,366.0,10.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,366.0,12.999999999999998
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,324.0,14.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,362.0,15.000000000000002
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,401.0,16.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,381.0,17.0
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,338.0,18.000000000000004
2019.0,320.0,-8.95,-3.2799999999999994,-14.53,55.17,0.0,10.73,14.09,7.075000000000001,53.94,380.0,19.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,214.0,0.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,231.99999999999997,0.9999999999999996
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,266.0,1.9999999999999991
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,196.0,2.999999999999999
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,241.99999999999997,3.9999999999999982
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,201.0,6.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,251.0,7.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,273.0,7.999999999999999
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,214.99999999999997,11.000000000000002
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,177.99999999999997,12.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,245.00000000000003,10.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,221.0,12.999999999999998
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,172.0,14.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,218.99999999999997,15.000000000000002
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,256.0,16.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,238.99999999999997,17.0
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,204.0,18.000000000000004
2019.0,321.0,-10.57,-6.1899999999999995,-13.54,69.39,0.4399999999999999,5.1,8.309999999999999,2.99,54.02,247.99999999999994,19.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,239.99999999999997,0.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,247.0,0.9999999999999996
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,197.0,2.999999999999999
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,270.0,3.9999999999999982
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,231.0,6.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,287.0,7.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,227.0,7.999999999999999
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,197.0,12.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,199.99999999999997,10.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,199.99999999999997,12.999999999999998
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,204.0,14.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,217.0,15.000000000000002
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,274.0,16.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,206.99999999999997,17.0
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,231.99999999999997,18.000000000000004
2019.0,322.0,-11.89,-6.419999999999999,-17.05,58.86,1.27,6.819999999999999,10.9,4.58,53.85000000000001,267.0,19.0
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,302.0,0.0
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,273.0,0.9999999999999996
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,245.99999999999997,2.999999999999999
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,291.0,3.9999999999999982
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,247.99999999999994,6.0
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,262.0,7.999999999999999
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,271.0,11.000000000000002
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,228.0,12.0
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,222.0,10.0
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,249.99999999999997,12.999999999999998
2019.0,323.0,-13.6,-7.45,-20.100000000000005,43.75,0.0,8.39,12.85,4.86,53.68,225.99999999999997,14.0
